item_number,item_description,product_category,sheet_source,order,stock,price,has_pricing,has_stock_info
19911,BALI HERBAL SHAMPOO ALEOVERA NEEM 12X300ML,Non-Food,NON-FOOD PRODUCTS,,6,36,TRUE,TRUE
19914,PITAMBARI SHINING POWDER 30X150GM,Non-Food,NON-FOOD PRODUCTS,,139,30,TRUE,TRUE
19916,JAY AMBE KUMKUM POUCH 10X100G,Non-Food,NON-FOOD PRODUCTS,,0,3.5,TRUE,TRUE
19918,HARI DARSHAN TIKA CHANDAN 24X40G,Non-Food,NON-FOOD PRODUCTS,,65,12,TRUE,TRUE
19923,SUMEET ELECTRIC MIXER GRINDER 2/CS,Non-Food,NON-FOOD PRODUCTS,,0,250,TRUE,TRUE
19934,ROASTED VERMICELLI 30X800G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
19935,GM INDIAN BROWN SUGAR 40X1LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
19936,GM INDIAN BROWN SUGAR 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
19937,GM INDIAN BROWN SUGAR 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
19939,GM CINNAMON STICK DESI 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
19940,GM CINNAMON STICK DESI 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
19942,GM JASMINE RICE 10LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
19944,TOK PALAKKADAN MATTA RICE 22LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
19948,GAJANAN BROWN SONA MASOORI RICE 2X20LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
19950,MOONG DAL 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
19951,TOOR DAL 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
19952,URAD DAL (SPLIT WHITE) 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
19953,URAD WHITE WHOLE(GOTA) 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
19954,SONA MASOORI RICE 20LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
19955,S.S CHILLY CUTTER 6/CS,Non-Food,NON-FOOD PRODUCTS,,0,18,TRUE,TRUE
19956,S.S PAVALI #14,Non-Food,NON-FOOD PRODUCTS,,24,15,TRUE,TRUE
19962,LAMI. 9X12 AMBE MA 6/CS,Non-Food,NON-FOOD PRODUCTS,,42,12,TRUE,TRUE
19963,LAMI. 9X12 SARASWATI MA 6/CS,Non-Food,NON-FOOD PRODUCTS,,3,14,TRUE,TRUE
19968,GM TURMERIC WHOLE (11PCS) 50/CS,Non-Food,NON-FOOD PRODUCTS,,24,50,TRUE,TRUE
19970,ALUMINIUM SILVER MINA TEMPLE (21X9),Non-Food,NON-FOOD PRODUCTS,,0,90,TRUE,TRUE
19973,ALUMINIUM GOLDEN TEMPLE MINA #1,Non-Food,NON-FOOD PRODUCTS,,7,85,TRUE,TRUE
19979,ALUMINIUM PATLA 10X14 6/CS,Non-Food,NON-FOOD PRODUCTS,,9,36,TRUE,TRUE
19981,COTTON NAVGRAH POOJA SET 20/CS,Non-Food,NON-FOOD PRODUCTS,,25,34,TRUE,TRUE
19982,KUMKUM POWDER DABBI 24X50G,Non-Food,NON-FOOD PRODUCTS,,14,12,TRUE,TRUE
19985,PLASTIC FLOWER LADI MIX COLOR 48/CS,Non-Food,NON-FOOD PRODUCTS,,0,60,TRUE,TRUE
19986,PLASTIC YELLOW FLOWER TORAN 30/CS,Non-Food,NON-FOOD PRODUCTS,,0,110,TRUE,TRUE
19990,S.S KHATLA,Non-Food,NON-FOOD PRODUCTS,,52,180,TRUE,TRUE
19992,BHAI TIKA 60/CS,Non-Food,NON-FOOD PRODUCTS,,17,55,TRUE,TRUE
19993,COTTON ROUND DIVET 120/CS,Non-Food,NON-FOOD PRODUCTS,,2,25,TRUE,TRUE
20002,SESAME OIL (GINGELY) COLD PRESSED (CHEKKU) 4X5L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20003,GROUNDNUT (PEANUT) OIL 20X500ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20004,BRASS ARTI #5 12/CS,Non-Food,NON-FOOD PRODUCTS,,22,48,TRUE,TRUE
20005,BRASS ARTI #3 12 /CS,Non-Food,NON-FOOD PRODUCTS,,5,45,TRUE,TRUE
20010,KUMKUM LIQUID MIX 6/CS,Non-Food,NON-FOOD PRODUCTS,,0,21,TRUE,TRUE
20012,CLAY KARVA DECORATIVE 12/CS,Non-Food,NON-FOOD PRODUCTS,,6,20,TRUE,TRUE
20013,PLASTIC HAND RAWAI (STEEL)12/CS,Non-Food,NON-FOOD PRODUCTS,,8,24,TRUE,TRUE
20016,ALUMINIUM GOD SHIHASAN #3 2/CS,Non-Food,NON-FOOD PRODUCTS,,0,8,TRUE,TRUE
20017,S.S BABY SPOON 6PCS 20/CS,Non-Food,NON-FOOD PRODUCTS,,21,45,TRUE,TRUE
20018,GOPI CHANDAN STICK (12X2) 24/CS,Non-Food,NON-FOOD PRODUCTS,,30,12,TRUE,TRUE
20019,GM VIBHUTI 24X50G,Non-Food,NON-FOOD PRODUCTS,,0,12,TRUE,TRUE
20021,GANGA JAL 24X100 ML,Non-Food,NON-FOOD PRODUCTS,,3,10,TRUE,TRUE
20022,GM GUGAL DHOOP 20X100G,Non-Food,NON-FOOD PRODUCTS,,20,20,TRUE,TRUE
20023,GM LOBAN DHOOP 20X100G,Non-Food,NON-FOOD PRODUCTS,,32,18,TRUE,TRUE
20024,COPPER KARVA ROUND 6/CS,Non-Food,NON-FOOD PRODUCTS,,1,55,TRUE,TRUE
20025,DIWALI RANGOLI JALI 50/CS,Non-Food,NON-FOOD PRODUCTS,,0,40,TRUE,TRUE
20026,S.S TONGUE CLEANER BABY(PK OF 2) 100/CS,Non-Food,NON-FOOD PRODUCTS,,13,70,TRUE,TRUE
20027,COTTON 365 LONG DIVET 100/CS,Non-Food,NON-FOOD PRODUCTS,,49,55,TRUE,TRUE
20033,METAL AUM GANESH GOLD 20/CS,Non-Food,NON-FOOD PRODUCTS,,26,30,TRUE,TRUE
20035,COPPER NAG 24/CS,Non-Food,NON-FOOD PRODUCTS,,6,12,TRUE,TRUE
20037,S.S PEELER 20/CS,Non-Food,NON-FOOD PRODUCTS,,1,20,TRUE,TRUE
20038,S.S CHEESE GRATER 12/CS,Non-Food,NON-FOOD PRODUCTS,,0,12,TRUE,TRUE
20039,S.S BOWL #13 10/25/CS,Non-Food,NON-FOOD PRODUCTS,,48,40,TRUE,TRUE
20040,PLASTIC BLACK PHOTOFRAME GANESH LAXMI 10 / CS,Non-Food,NON-FOOD PRODUCTS,,13,40,TRUE,TRUE
20041,PLASTIC BLACK PHOTOFRAME LAXMI 20/CS,Non-Food,NON-FOOD PRODUCTS,,18,42,TRUE,TRUE
20042,PLASTIC BLACK PHOTOFRAME GANESH 20/CS,Non-Food,NON-FOOD PRODUCTS,,8,40,TRUE,TRUE
20043,KUMKUM MAROON 24X50G,Non-Food,NON-FOOD PRODUCTS,,28,12,TRUE,TRUE
20044,HAVAN SAMIDHA 8PC 10/CS,Non-Food,NON-FOOD PRODUCTS,,10,10,TRUE,TRUE
20045,HAVAN SAMIDHA 1KG 10/CS,Non-Food,NON-FOOD PRODUCTS,,29,20,TRUE,TRUE
20046,KARVA FANCY JALI 12/CS,Non-Food,NON-FOOD PRODUCTS,,0,36,TRUE,TRUE
20047,S.S KATHA SET (1 TO 3) 10/CS,Non-Food,NON-FOOD PRODUCTS,,8,40,TRUE,TRUE
20049,COLOR CHALK (BOX OF 10) 20/CS,Non-Food,NON-FOOD PRODUCTS,,27,18,TRUE,TRUE
20050,CLAY DIYA HAND MADE (4PC PETALS) #6 120/CS,Non-Food,NON-FOOD PRODUCTS,,0,36,TRUE,TRUE
20051,RIN BAR 250G 12X4PC,Non-Food,NON-FOOD PRODUCTS,,2,26,TRUE,TRUE
20053,FIBER IDOL GANESH #3 18/CS,Non-Food,NON-FOOD PRODUCTS,,0,40,TRUE,TRUE
20057,FIBER IDOL GANESH #2 12/CS,Non-Food,NON-FOOD PRODUCTS,,3.1667,24,TRUE,TRUE
20058,FIBER IDOL LAXMI #2 12/CS,Non-Food,NON-FOOD PRODUCTS,,0,15,TRUE,TRUE
20061,POOJA SUPARI 11PCS (BLACK) 100/CS,Non-Food,NON-FOOD PRODUCTS,,14,70,TRUE,TRUE
20062,KUMKUM ALTA 12/CS,Non-Food,NON-FOOD PRODUCTS,,9,6,TRUE,TRUE
20063,GOD SHRINGAR SET 24/CS,Non-Food,NON-FOOD PRODUCTS,,45,38.4,TRUE,TRUE
20066,BINDI FANCY 60/CS,Non-Food,NON-FOOD PRODUCTS,,19,20,TRUE,TRUE
20067,GOD WAGHA #2 24/CS,Non-Food,NON-FOOD PRODUCTS,,15,54,TRUE,TRUE
20070,TORAN RESAM FUMKA 25/CS,Non-Food,NON-FOOD PRODUCTS,,0,50,TRUE,TRUE
20077,HEENA CONE BIG (10PC) 36/CS,Non-Food,NON-FOOD PRODUCTS,,0,100,TRUE,TRUE
20094,GM TOOR WHOLE 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20096,GM NAVDHANYA MIX(MIXED BEANS) 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20112,GM TOOR WHOLE 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20117,MILK W BASIL SEED W ROSE 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20118,MILK W BASIL SEED W MANGO 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20119,MILK W BASIL SEED W STRAWBERRY 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20120,MILK W BASIL SEED W ALMOND 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20121,MILK W BASIL SEED W BANANA 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20122,MILK W BASIL SEED W MELON 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20123,BASIL SEED W COCKTAIL 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20124,BASIL SEED W WATERMELON 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20125,BASIL SEED W PINEAPPLE 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20126,BASIL SEED W STRAWBERRY 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20127,BASIL SEED W ORANGE 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20134,CHEESE MACRONI PAZZTA 48X150G,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20138,GOLD 12X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20139,GOLD 6X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20143,HAJMOLA CANDY AAM (RAW MANGO) 20X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20151,GM TOOR DAL OILY 5X8LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20158,GM INDIAN BROWN SUGAR 8X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20161,BLACK CHIA SEEDS 10X2LB,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20163,NANARI SYRUP  12X700ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20164,HAJMOLA CANDY IMLI (TAMARIND) 20X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20165,QBV MALTED POWDER 12X1KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20187,URAD FLOUR 55LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
20188,GM AJWAIN SEED 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20189,GM AJWAIN SEED 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20190,GM AJWAIN SEED 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20191,GM AJWAIN SEED 10X800G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20192,GM AJWAIN SEED 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20193,GM SESAME SEED WHITE 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20194,GM SESAME SEED WHITE 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20195,GM SESAME SEED WHITE 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20196,GM SESAME SEED BLACK 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20197,GM SESAME SEED BLACK 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20198,GM DHANAJEERA POWDER 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20199,GM DHANAJEERA POWDER 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20200,GM DHANAJEERA POWDER 10X800G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20203,KAJU BADAM (CASHEW ALMOND) BISCUITS 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20204,2IN1 FRUIT+KAJU PISTA (CASHEW PISTA) BISCUIT 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20205,DRY FRUIT BISCUITS 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20208,CHOCONUTS BISCUITS 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20211,3IN1 FRUIT+CASHEW+OSMANIA BISCUIT 14X600G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20212,3IN1 FRUIT+CASHEW+CHAI BISCUIT 14X600G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20213,3IN1 FRUIT+CASHEW+PISTA ALMOND BISCUIT 14X600G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20214,3IN1 FRUIT+CASHEW ALMOND+PISTA ALMOND14X600G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20215,KESAR PISTA BISCUIT 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20216,SESAME OIL (GINGELY) COLD PRESSED (CHEKKU) 4X5L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20224,GM GARLIC POWDER 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20225,GM GARLIC POWDER 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20226,GM ONION POWDER 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20227,GM ANARDANA (POMEGRANATE) SEED 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20228,GM CINNAMON STICK DESI 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20229,GM DHANADAL ROASTED 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20230,GM DHANADAL ROASTED 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20231,GM DHANADAL ROASTED 10X800G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20232,GM EDIBLE GUM 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20233,GM EDIBLE GUM 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20234,GM EDIBLE GUM 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20238,GM ASERIO (HALON SEED) 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20239,GM ASERIO (HALON SEED) 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20240,GM ASERIO (HALON SEED) 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20241,CARROM BOARD LIMITED EDITION,Non-Food,NON-FOOD PRODUCTS,,24,220,TRUE,TRUE
20242,DABUR ISABGOL 10X180G,Non-Food,NON-FOOD PRODUCTS,,152.5,50,TRUE,TRUE
20243,DECCAN PULAV RICE 2X20LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20246,PREMIUM POMANCE OIL 4X3.78L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20256,TOMATO SAUCE NONG 24X500G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20257,TOMATO SAUCE NONG 12X1KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20261,JEERU MASALA SODA  24X250ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20279,GM KABULI CHANA 5X8LB (18196),Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20285,"FOLDING BED MATTRESS 35X72 - 4"" W BAG",Non-Food,NON-FOOD PRODUCTS,,0,50,TRUE,TRUE
20286,"CARROM BOARD 32""X32"" W COINS,PDR & STRICKER 4/CS",Non-Food,NON-FOOD PRODUCTS,,0,100,TRUE,TRUE
20287,"CARROM BOARD 35""X35"" W COINS,PDR & STRICKER 2/CS",Non-Food,NON-FOOD PRODUCTS,,0,100,TRUE,TRUE
20288,"CARROM BOARD 42""X42"" W COINS,PDR & STRICKER 2/CS",Non-Food,NON-FOOD PRODUCTS,,0,150,TRUE,TRUE
20289,MUSTARD OIL 2X5L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20290,DESI GHEE 12X1L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20291,COW GHEE 12X1L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20293,SUNFLOWER OIL 4X5L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20295,SUNFLOWER OIL12X1L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20296,GM VAL DAL 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20297,DECCAN VISHNUBHOG RICE 4X10LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20320,RAW PEANUTS ANDRA STYLE(SMALL),Bulk,BULK PRODUCTS,,,,FALSE,FALSE
20326,GM POHA CORN 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20328,CHAWANPRASH 12X1KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20331,"CARROM BOARD 42"" 2/CS",Non-Food,NON-FOOD PRODUCTS,,0,150,TRUE,TRUE
20332,"CARROM BOARD 36"" 2/CS",Non-Food,NON-FOOD PRODUCTS,,0,90,TRUE,TRUE
20335,ORGINAL COFFEE 12X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20336,GM GARAM MASALA WHOLE 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20337,GM GARAM MASALA WHOLE 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20343,ZEVARIAN JIVAN MIXTURE 24X100ML,Non-Food,NON-FOOD PRODUCTS,,6,60,TRUE,TRUE
20360,HIMALAYA LIV 52 100TAB 12/CS,Non-Food,NON-FOOD PRODUCTS,,10,42,TRUE,TRUE
20367,PARLIAMENT LGI BASMATI RICE 4X10LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20370,S.S IDLI POT HEAVY 2/CS,Non-Food,NON-FOOD PRODUCTS,,39,42,TRUE,TRUE
20371,"S.S CHALNI 11"" 12/CS",Non-Food,NON-FOOD PRODUCTS,,28,30,TRUE,TRUE
20372,S.S SCRUBBER(DOZEN) 4/CS,Non-Food,NON-FOOD PRODUCTS,,15,15,TRUE,TRUE
20373,PRESTIGE COOKER RING 3L 25/CS,Non-Food,NON-FOOD PRODUCTS,,0,40,TRUE,TRUE
20374,PRESTIGE COOKER RING 5L 25/CS,Non-Food,NON-FOOD PRODUCTS,,0,42,TRUE,TRUE
20376,PRESTIGE COOKER SAFETY VALVE,Non-Food,NON-FOOD PRODUCTS,,0,0.75,TRUE,TRUE
20377,PLASTIC STOOL 9/CS,Non-Food,NON-FOOD PRODUCTS,,15,32,TRUE,TRUE
20379,COTTON AASAN 20X20 12/CS,Non-Food,NON-FOOD PRODUCTS,,26,16,TRUE,TRUE
20380,COTTON KHES RED 20/CS,Non-Food,NON-FOOD PRODUCTS,,30,70,TRUE,TRUE
20381,COTTON KHES WHITE 20/CS,Non-Food,NON-FOOD PRODUCTS,,26,70,TRUE,TRUE
20382,COTTON POOJA THREAD YELLOW 30/CS,Non-Food,NON-FOOD PRODUCTS,,0,10,TRUE,TRUE
20383,COTTON MANGALYA THREAD SET 24/CS,Non-Food,NON-FOOD PRODUCTS,,16,12,TRUE,TRUE
20391,POOJA KIT MAHALAXMI 30/CS,Non-Food,NON-FOOD PRODUCTS,,0,50,TRUE,TRUE
20393,LAMI. 9X12 SHIVA FAMILY 6/CS,Non-Food,NON-FOOD PRODUCTS,,0,12,TRUE,TRUE
20396,2IN1 FRUIT+CHOCO CASHEW BISCUITS 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20398,COPPER YUVA LOTI #3 12/CS,Non-Food,NON-FOOD PRODUCTS,,12,78,TRUE,TRUE
20402,CLAY CURD HANDI SMALL 4/CS,Non-Food,NON-FOOD PRODUCTS,,5,15,TRUE,TRUE
20501,SHAVING BRUSH 24/CS,Non-Food,NON-FOOD PRODUCTS,,1,35,TRUE,TRUE
20502,TOOTH BRUSH(DZ) 10/CS,Non-Food,NON-FOOD PRODUCTS,,0,20,TRUE,TRUE
20503,VIM DETERGENT SOAP 250G 48/CS,Non-Food,NON-FOOD PRODUCTS,,19.0083,33.6,TRUE,TRUE
20507,GLASS BANGALS (P) 2.4 20/CS,Non-Food,NON-FOOD PRODUCTS,,13,24,TRUE,TRUE
20508,GLASS BANGALS (P) 2.6 20/CS,Non-Food,NON-FOOD PRODUCTS,,21,20,TRUE,TRUE
20509,PAPER SWEET BOX EMPTY 250G 26/CS,Non-Food,NON-FOOD PRODUCTS,,0,35,TRUE,TRUE
20511,GM RED CHILLI WHOLE STEMLESS KASHMIRI 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20512,GM RED CHILLI WHOLE STEMLESS KASHMIRI 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20513,GM RED CHILLI CRUSHED 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20514,GM RED CHILLI CRUSHED 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20515,GM SESAME SEED BROWN 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20516,GM SESAME SEED BROWN 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20517,GM SESAME SEED BROWN 20X800G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20518,GM SESAME SEED BROWN 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20526,"SYNCO COMMANDER CARROM SUPER FAST 3""X1.5"" IMPORTED PLY 6MM",Non-Food,NON-FOOD PRODUCTS,,0,70,TRUE,TRUE
20527,SYNCO GREEN CARROM BOARD- NATURAL,Non-Food,NON-FOOD PRODUCTS,,0,80,TRUE,TRUE
20528,GENIUS COLOR CARROM COINS SET,Non-Food,NON-FOOD PRODUCTS,,18,10,TRUE,TRUE
20530,GM PEANUT RAW (JUMBO) 5X8LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20533,MUSTARD OIL YELLOW 6X2L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20544,MOONG GREEN SPLIT 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20545,GREEN MOONG WHOLE 12X2LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20546,GREEN MOONG WHOLE 10x4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20547,RED(STICK) CHILLI 10X7OZ,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20548,RED BYADAGI CHILLI 10X200G,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20549,SONA MASOORI WHITE RICE 4X10LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20552,AAM PANNA POWDER 12X100G,Non-Food,NON-FOOD PRODUCTS,,-1,15,TRUE,TRUE
20556,GM DRY NEEM FLOWER 100PC 2/CS,Non-Food,NON-FOOD PRODUCTS,,13,35,TRUE,TRUE
20557,KAMAL GATTA (11PCS) 50/CS,Non-Food,NON-FOOD PRODUCTS,,6,12,TRUE,TRUE
20558,VEG HAKKA NOODLES 30X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
20564,BESAN (CHICK PEAS FLOUR) 16X1LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20565,JAGGERY POWDER 18X1LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20566,MASOOR DAL 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20567,RAJMA 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20568,CUMIN POWDER 24X10OZ,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20569,MUSTARD SMALL JAR 24X12OZ,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20570,SUGAR 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20571,SULPHURLESS SUGAR 12X2LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20572,CORN FLOUR 10X2LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20573,SESAME OIL 9X1LTR,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20574,CLOVE POWDER 55LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
20575,KALAVARA MATTA LONG GRAIN RICE 2X20LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20579,GM BLACK SALT (KALA NAMAK) 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20580,GM BLACK SALT (KALA NAMAK) 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20581,GM BLACK SALT (KALA NAMAK) 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20582,GM BLACK SALT (KALA NAMAK) 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20583,GM SHAH JEERA 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20584,GM SHAH JEERA 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20585,GM GARAM MASALA POWDER 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20586,GM DHANADAL ROASTED 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
20588,IDLI RAVA 10X2LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
20589,JOWAR FLOUR 10X2LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
